node,industry,country,in_degree,out_degree,flag_reason,decision
chengdu siwi science and technology,Electrical Equipment,China,1,0,low degree,
chengdu wintrue holding,Chemicals,China,1,0,low degree,
chengdu xingrong environment,Gas & Water Utilities,China,1,0,low degree,
chenzhou diamond tungsten products,Metals & Mining,China,1,0,low degree,
cheongsong myeonbongsan wind power,Renewable Energy,South Korea,1,0,low degree,
chervon,Machinery,Hong Kong,1,0,low degree,
chesterfield resources,Metals & Mining,UK,1,0,low degree,
chevran phillips chemicals asia pte lid,Chemicals,Singapore,1,0,low degree,
chevron lubricants lanka,Oil & Gas Producers,Sri Lanka,1,0,low degree,
chevron phillips chemical,Chemicals,USA,1,0,low degree,
chialin precision industrial,Industrial Intermediate Prod,Taiwan,1,0,low degree,
chian hsing forging industrial,Automotive,Taiwan,1,0,low degree,
chicago bridge & iron,Engineering & Construction,Netherlands,1,0,low degree,
chien shing stainless steel,Steel,Taiwan,1,0,low degree,
chien wei precise technology,Semiconductors,Taiwan,1,0,low degree,
chifeng jilong gold mining,Metals & Mining,China,1,0,low degree,
chifeng jilong gold mirring co lizi,Metals & Mining,China,1,0,low degree,
china aerospace times electronics,Aerospace & Defense,China,1,0,low degree,
china coal technology & engineering,Metals & Mining,China,1,0,low degree,
china coal xinji energy,Metals & Mining,China,1,0,low degree,
china communications construction,Engineering & Construction,China,1,0,low degree,
china crystal new material,Chemicals,Cayman Islands,1,0,low degree,
china display optoelectronics technology,Technology Hardware,Bermuda,1,0,low degree,
china eastern airlines,Transportation & Logistics,China,1,0,low degree,
china energy investment corp td,Electric Utilities,China,1,0,low degree,
china engineers associates,Machinery,Taiwan,1,0,low degree,
china euro vehicle technology ab,Automotive,China,1,0,low degree,
china everbright environment,Engineering & Construction,Hong Kong,1,0,low degree,
china first heavy industries,Machinery,China,1,0,low degree,
china gezhouba,Engineering & Construction,China,1,0,low degree,
china international water & electric,Engineering & Construction,China,1,0,low degree,
china jushi,Chemicals,China,1,0,low degree,
china marine information electronics,Aerospace & Defense,China,1,0,low degree,
china merchants energy shipping,Transportation & Logistics,China,1,0,low degree,
china merchants port,Transportation & Logistics,China,1,0,low degree,
china national bluestar,Chemicals,China,1,0,low degree,
china national nuclear,Electric Utilities,China,1,0,low degree,
china non-ferrous metals industry sixth metallurgical construction,Engineering & Construction,China,1,0,low degree,
china north industries,Aerospace & Defense,Hong Kong,1,0,low degree,
china northern rare earth group high-tech,Metals & Mining,China,1,0,low degree,
china nuclear industry 23 construction,Engineering & Construction,China,1,0,low degree,
china ordins,Metals & Mining,China,1,0,low degree,
china pingmei shenma group united salination,Chemicals,China,1,0,low degree,
china power complete equipment,Electrical Equipment,China,1,0,low degree,
china railway shanghai bureau,Transportation & Logistics,China,1,0,low degree,
china reform culture,Chemicals,China,1,0,low degree,
china resources gas,Gas & Water Utilities,China,1,0,low degree,
china resources power,Electric Utilities,China,1,0,low degree,
china sanjiang fine chemicals,Chemicals,China,1,0,low degree,
china shuifa singyes energy,Renewable Energy,China,1,0,low degree,
china southern airlines,Transportation & Logistics,China,1,0,low degree,
china southern power grid energy efficiency & clean energy,Engineering & Construction,China,1,0,low degree,
china state construction international,Engineering & Construction,China,1,0,low degree,
china tianying,Machinery,China,1,0,low degree,
china water affairs,Gas & Water Utilities,Bermuda,1,0,low degree,
china xd electric,Electrical Equipment,China,1,0,low degree,
china youngman automobile,Automotive,China,1,0,low degree,
china yuchai international,Machinery,Bermuda,1,0,low degree,
china zenix auto international,Automotive,"Virgin Islands, British",1,0,low degree,
chinalco shanghai copper,Metals & Mining,China,1,0,low degree,
chinova resources pty,Metals & Mining,Australia,1,0,low degree,
chita kogyo,Industrial Intermediate Prod,Japan,1,0,low degree,
chiyoda air-con parts,Electrical Equipment,Japan,1,0,low degree,
chiyoda ute,Construction Materials,Japan,1,0,low degree,
chiyoda-kogyo,Machinery,Japan,1,0,low degree,
chokwang jotun,Chemicals,South Korea,1,0,low degree,
chongqing chang'an kuayue vehicle,Automotive,China,1,0,low degree,
chongqing chang'an visteon engine control system,Automotive,China,1,0,low degree,
chongqing dajiang tongyang plastics,Industrial Intermediate Prod,China,1,0,low degree,
chongqing dajiang xinda vehicles,Automotive,China,1,0,low degree,
chongqing dajiang yuqiang plastic products,Industrial Intermediate Prod,China,1,0,low degree,
chongqing fenghwa,Automotive,China,1,0,low degree,
chongqing gas,Gas & Water Utilities,China,1,0,low degree,
chongqing jianshe automobile air conditioner,Automotive,China,1,0,low degree,
chongqing qiutian gear,Automotive,China,1,0,low degree,
chongqing saidi industrial furnace,Machinery,China,1,0,low degree,
chongqing shangfang auto parts,Automotive,China,1,0,low degree,
chongqing tiema industries,Machinery,China,1,0,low degree,
chongqing wanli new energy,Automotive,China,1,0,low degree,
chongqing water,Gas & Water Utilities,China,1,0,low degree,
chongqing water conservancy investment,Gas & Water Utilities,China,1,0,low degree,
chongqing zaisheng technology,Chemicals,China,1,0,low degree,
chori,Chemicals,Japan,1,0,low degree,
chorus,Telecommunications,New Zealand,1,0,low degree,
chosun welding pohang,Steel,South Korea,1,0,low degree,
chr hansen holding a/s,Chemicals,Denmark,1,0,low degree,
chudai jitsugyo,Machinery,Japan,1,0,low degree,
chun yu works,Industrial Intermediate Prod,Taiwan,1,0,low degree,
chunghwa telecom,Telecommunications,Taiwan,1,0,low degree,
chungkwang construction,Engineering & Construction,South Korea,1,0,low degree,
chuo malleable iron,Automotive,Japan,1,0,low degree,
cia administradora del mercado mayorista electrico,Electric Utilities,Spain,1,0,low degree,
cia coreano brasileira de pelotizacao-kobrasco,Metals & Mining,Brazil,1,0,low degree,
cia de ferro ligas da bahia ferbasa,Metals & Mining,Brazil,1,0,low degree,
cia de minas buenaventura saa,Metals & Mining,Argentina,1,0,low degree,
cia de minas bueraaventura sm,Metals & Mining,Brazil,1,0,low degree,
cia electrica del litoral,Electric Utilities,Chile,1,0,low degree,
cia industrial el volcan,Construction Materials,Chile,1,0,low degree,
cia mexicana de exploraciones sa de cv,Oil & Gas Services & Equip,Spain,1,0,low degree,
cia minera antamina,Metals & Mining,USA,1,0,low degree,
cie automotive india,Automotive,India,1,0,low degree,
cig shanghai,Technology Hardware,China,1,0,low degree,
cimc enric,Oil & Gas Producers,Cayman Islands,1,0,low degree,
cimc vehicles,Transportation Equipment,China,1,0,low degree,
cinere serpong jaya pt,Transportation & Logistics,Indonesia,1,0,low degree,
cirebon energi prasarana pt,Engineering & Construction,Indonesia,1,0,low degree,
cisdi shanghai engineering technology,Engineering & Construction,China,1,0,low degree,
cisidi engineering,Engineering & Construction,China,1,0,low degree,
citatah tbk pt,Construction Materials,Indonesia,1,0,low degree,
citra marga nusaphala persada tbk pt,Transportation & Logistics,Indonesia,1,0,low degree,
ckd,Machinery,Japan,1,0,low degree,
claas kgaa mbh,Machinery,Germany,1,0,low degree,
clarus technologies,Machinery,USA,1,0,low degree,
clearway energy,Electric Utilities,USA,1,0,low degree,
cln-coils lamiere nastri,Automotive,Italy,1,0,low degree,
cloud snurran ab,Renewable Energy,Sweden,1,0,low degree,
clp,Electric Utilities,Hong Kong,1,0,low degree,
cluster technology,Chemicals,Japan,1,0,low degree,
cmc corp/vietnam,Technology Services,Vietnam,1,0,low degree,
cmc magnetics,Technology Hardware,Taiwan,1,0,low degree,
cmc materials,Semiconductors,USA,1,0,low degree,
cms energy,Electric Utilities,USA,1,0,low degree,
cnc driveline technology,Automotive,China,1,0,low degree,
coal india,Metals & Mining,India,1,0,low degree,
coasia,Technology Hardware,South Korea,1,0,low degree,
coasia cm,Technology Hardware,South Korea,1,0,low degree,
coast aluminum & architectural,Industrial Intermediate Prod,USA,1,0,low degree,
coastal gaslink pipeline lp,Engineering & Construction,Canada,1,0,low degree,
cobalt 27 capital,Metals & Mining,Canada,1,0,low degree,
cobham,Aerospace & Defense,UK,1,0,low degree,
codensa sa esp,Electric Utilities,Colombia,1,0,low degree,
colas,Engineering & Construction,Switzerland,1,0,low degree,
colombiana de extrusion,Industrial Intermediate Prod,Colombia,1,0,low degree,
colt,Telecommunications,UK,1,0,low degree,
columbus mckinnon corp/ny,Machinery,USA,1,0,low degree,
coming,Technology Hardware,USA,1,0,low degree,
commscope holding,Technology Hardware,USA,1,0,low degree,
communication cable systems indonesia tbk,Electrical Equipment,Indonesia,1,0,low degree,
composite metal flooring,Industrial Intermediate Prod,UK,1,0,low degree,
comsovereign holding,Technology Hardware,USA,1,0,low degree,
comsys,Engineering & Construction,Japan,1,0,low degree,
concesionaria vuela cia de aviacion,Transportation & Logistics,USA,1,0,low degree,
conocophillips kuma,Oil & Gas Services & Equip,Bermuda,1,0,low degree,
consolidated edison,Electric Utilities,USA,1,0,low degree,
consolidated minerals pty,Metals & Mining,Australia,1,0,low degree,
consolidated uranium,Metals & Mining,Canada,1,0,low degree,
consorcio shushufindi,Oil & Gas Producers,Ecuador,1,0,low degree,
constellation energy,Electric Utilities,USA,1,0,low degree,
constellium se,Metals & Mining,France,1,0,low degree,
constelluuro se,Metals & Mining,France,1,0,low degree,
consultoria en obra sa de cv,Engineering & Construction,Spain,1,0,low degree,
continental chemical corp pte,Chemicals,Singapore,1,0,low degree,
continental motors,Aerospace & Defense,USA,1,0,low degree,
copartner technology,Technology Hardware,Taiwan,1,0,low degree,
core laboratories,Oil & Gas Services & Equip,USA,1,0,low degree,
corey steel co/the,Steel,USA,1,0,low degree,
corp acciona energias renovables,Renewable Energy,Spain,1,0,low degree,
corp primax colombia,Oil & Gas Producers,Colombia,1,0,low degree,
corsair gaming,Technology Hardware,USA,1,0,low degree,
cosmo industrial,Chemicals,Thailand,1,0,low degree,
cosmosteel,Oil & Gas Producers,Singapore,1,0,low degree,
costain,Engineering & Construction,UK,1,0,low degree,
coterra energy,Oil & Gas Producers,USA,1,0,low degree,
coutinho & ferrostaal gmbh & co kg,Steel,Germany,1,0,low degree,
cpt technology,Technology Hardware,China,1,0,low degree,
cr,Construction Materials,South Korea,1,0,low degree,
crane nxt,Technology Hardware,USA,1,0,low degree,
cri,Automotive,South Korea,1,0,low degree,
cronimet ferroleg,Steel,Germany,1,0,low degree,
cropenergies,Renewable Energy,Germany,1,0,low degree,
cross river rail project,Engineering & Construction,Netherlands,1,0,low degree,
crossamerica partners lp,Oil & Gas Producers,USA,1,0,low degree,
crown lng holding as,Engineering & Construction,Norway,1,0,low degree,
cryomax cooling system,Automotive,Taiwan,1,0,low degree,
crystal clear electronic material,Chemicals,China,1,0,low degree,
cs,Industrial Intermediate Prod,South Korea,1,0,low degree,
csl australia pty,Transportation & Logistics,Australia,1,0,low degree,
csx,Transportation & Logistics,USA,1,0,low degree,
cta international sas,Aerospace & Defense,France,1,0,low degree,
cteep-cia de transmissao de energia eletrica paulista,Electric Utilities,Brazil,1,0,low degree,
cummins india,Machinery,India,1,0,low degree,
curia global,Medical Equipment & Devices,USA,1,0,low degree,
curtis steel,Steel,USA,1,0,low degree,
cvnet,Technology Services,Taiwan,1,0,low degree,
cymat technologies,Metals & Mining,Canada,1,0,low degree,
cynet,Technology Services,USA,1,0,low degree,
cytosorbents,Medical Equipment & Devices,USA,1,0,low degree,
dae dong steel,Steel,South Korea,1,0,low degree,
dae-il,Automotive,South Korea,1,0,low degree,
daeduck,Technology Hardware,South Korea,1,0,low degree,
daeduck electronics co ltd / new,Technology Hardware,South Korea,1,0,low degree,
daegu dyeing industrial center,Electric Utilities,South Korea,1,0,low degree,
daehan steel,Steel,South Korea,1,0,low degree,
daeho al,Metals & Mining,South Korea,1,0,low degree,
daelim,Oil & Gas Producers,South Korea,1,0,low degree,
daemyoung energy,Renewable Energy,South Korea,1,0,low degree,
daesung industrial,Oil & Gas Producers,South Korea,1,0,low degree,
daewon precision industrial,Automotive,South Korea,1,0,low degree,
daewoo electronic components,Technology Hardware,South Korea,1,0,low degree,
daeyoucore,Construction Materials,South Korea,1,0,low degree,
dahana persero pt,Chemicals,Indonesia,1,0,low degree,
daihatsu diesel manufacturing,Machinery,Japan,1,0,low degree,
daiichi kigenso kagaku-kogyo,Chemicals,Japan,1,0,low degree,
daikyonishikawa,Automotive,Japan,1,0,low degree,
daimaruenawin,Gas & Water Utilities,Japan,1,0,low degree,
dainichi color vietnam,Chemicals,Vietnam,1,0,low degree,
dais,Electrical Equipment,USA,1,0,low degree,
daiseki eco solution,Engineering & Construction,Japan,1,0,low degree,
daishinku,Electrical Equipment,Japan,1,0,low degree,
daisho denshi,Technology Hardware,Japan,1,0,low degree,
daiwa industries,Machinery,Japan,1,0,low degree,
daktronics,Technology Hardware,USA,1,0,low degree,
dalia power energies,Engineering & Construction,Israel,1,0,low degree,
dalian metallurgy & bearings,Industrial Intermediate Prod,China,1,0,low degree,
dalian power generation,Electric Utilities,China,1,0,low degree,
damodar valley,Electric Utilities,India,1,0,low degree,
dana brata luhur tbk pt,Metals & Mining,Indonesia,1,0,low degree,
danfoss power solutions,Machinery,USA,1,0,low degree,
danhua chemical technology,Chemicals,China,1,0,low degree,
danske fragtmand a/s,Transportation & Logistics,Denmark,1,0,low degree,
data 4 services sasu,Telecommunications,France,1,0,low degree,
dayco,Automotive,USA,1,0,low degree,
dayou ap,Automotive,South Korea,1,0,low degree,
dayou automotive seat technology,Automotive,South Korea,1,0,low degree,
dayou plus,Automotive,South Korea,1,0,low degree,
dayton forging & heat treating co/the,Industrial Intermediate Prod,USA,1,0,low degree,
dayun automobile,Machinery,China,1,0,low degree,
db bahnbau gruppe,Engineering & Construction,Germany,1,0,low degree,
db netz,Transportation & Logistics,Germany,1,0,low degree,
db regio,Transportation & Logistics,Germany,1,0,low degree,
dci indonesia tbk pt,Telecommunications,Indonesia,1,0,low degree,
dcp midstream lp,Oil & Gas Producers,USA,1,0,low degree,
deepak nitrite,Chemicals,India,1,0,low degree,
defence science and technology laboratory/the,Aerospace & Defense,UK,1,0,low degree,
del paso pipe & steel,Steel,USA,1,0,low degree,
delamine,Chemicals,Netherlands,1,0,low degree,
delcoprima pacific pt,Steel,Indonesia,1,0,low degree,
delong composite energy,Gas & Water Utilities,China,1,0,low degree,
delta air lines,Transportation & Logistics,USA,1,0,low degree,
delta electronics,Technology Hardware,Taiwan,1,0,low degree,
denbury,Oil & Gas Producers,USA,1,0,low degree,
dentsply sirona,Medical Equipment & Devices,USA,1,0,low degree,
deoksong naegak highway,Transportation & Logistics,South Korea,1,0,low degree,
deokyang chemical,Chemicals,South Korea,1,0,low degree,
depo auto parts ind,Automotive,Taiwan,1,0,low degree,
deutsche transalpine oelleitung,Engineering & Construction,Germany,1,0,low degree,
devlet hava meydanlari isletmesi genel mudurlugu,Transportation & Logistics,Turkey,1,0,low degree,
devon energy,Oil & Gas Producers,USA,1,0,low degree,
dexcom,Medical Equipment & Devices,USA,1,0,low degree,
dfds a/s,Transportation & Logistics,Denmark,1,0,low degree,
dhc software,Technology Hardware,China,0,1,low degree,
